17.75,17.00,17.25,16.25,16.00,16.50,16.50,16.00,16.50,16.50,17.25,16.25,16.50,16.75,16.75,16.50,17.75,17.25,17.50,17.00,17.50,17.00,17.25,17.75,17.75,17.50,17.25,17.50,17.00,17.25,17.50,17.75,17.50,17.75,17.25,17.75,17.00,17.00,17.50,17.75,18.00,17.50,17.75,16.75,18.00,17.50,17.50,18.00,18.00,17.50,17.75,17.50,18.00,17.25,18.00,18.75,18.00,17.75,18.00,18.00,18.00,18.25,18.50,18.25
17.25,17.00,16.75,16.00,16.00,16.25,16.25,16.00,16.50,16.50,17.25,16.25,16.50,16.75,16.75,16.50,17.75,17.25,17.50,17.00,17.50,17.00,17.25,17.75,17.75,17.50,17.25,17.50,17.00,17.25,17.50,17.75,17.50,17.75,17.25,17.75,17.25,17.25,18.00,17.75,18.25,17.75,18.00,17.75,17.75,18.00,17.50,18.25,18.50,18.25,17.25,17.50,17.75,18.00,17.75,18.25,18.25,18.25,18.25,18.25,18.50,18.50,18.50,18.75
17.75,17.50,17.00,16.00,16.50,16.25,16.50,16.00,16.75,17.00,17.00,16.50,16.75,17.00,17.00,17.00,17.50,17.00,18.00,17.50,17.00,17.50,17.00,17.75,17.75,17.50,17.50,17.25,17.50,16.75,17.75,17.50,17.75,17.75,17.50,17.50,17.25,17.25,18.00,17.75,18.25,17.75,18.00,17.75,17.75,18.00,17.50,18.25,18.50,18.25,17.25,17.50,17.75,18.00,17.75,18.25,18.25,18.25,18.25,18.25,18.50,18.50,18.50,18.75
17.25,17.50,16.75,16.50,16.25,16.25,16.25,16.25,17.25,17.25,17.00,16.50,16.75,17.00,16.75,17.00,17.75,17.50,17.50,17.75,17.25,17.50,17.25,17.75,17.50,17.75,17.50,17.75,17.00,17.50,17.75,18.25,17.50,17.50,17.50,17.50,17.50,17.50,17.75,18.00,18.00,17.75,17.75,17.75,18.25,17.50,18.00,18.00,18.00,18.00,17.25,18.00,17.75,17.50,17.75,18.50,18.50,18.00,18.00,18.25,17.75,18.50,18.50,18.75
17.25,17.50,16.75,16.50,16.25,16.25,16.25,16.25,17.25,17.25,17.00,16.50,16.75,17.00,16.75,17.00,17.75,17.50,17.75,17.50,17.25,17.25,17.50,17.50,18.25,17.50,17.50,17.50,17.50,17.00,17.50,18.00,18.00,17.50,18.00,17.50,17.00,17.50,18.00,18.00,17.25,17.75,17.75,17.25,18.00,17.50,17.50,17.75,18.50,17.75,17.50,17.25,18.00,17.50,18.00,18.50,18.00,18.00,18.25,18.50,18.50,18.25,18.50,18.50
17.25,17.00,16.75,16.25,16.75,16.50,16.75,17.00,16.75,16.75,17.00,17.00,16.50,17.00,16.75,17.00,17.50,16.75,17.75,17.50,17.25,17.25,17.50,17.50,18.25,17.50,17.50,17.50,17.50,17.00,17.50,18.00,18.00,17.50,18.00,17.50,17.00,17.50,18.00,18.00,17.25,17.75,17.75,17.25,18.00,17.50,17.50,18.25,18.25,19.00,17.75,18.00,17.75,18.00,18.00,18.75,18.50,17.75,18.25,17.50,18.00,18.00,18.75,18.75
18.00,17.25,16.50,16.00,16.25,16.25,16.50,16.00,16.75,16.75,17.25,16.50,17.00,17.25,16.75,16.75,17.25,17.50,17.50,18.00,17.00,17.50,17.00,18.00,17.75,17.50,17.75,17.75,17.00,17.00,17.75,18.00,18.00,17.75,17.50,17.25,17.25,17.50,17.75,17.75,18.00,17.75,17.75,17.00,18.50,17.50,17.75,18.25,18.25,19.00,17.75,18.00,17.75,18.00,18.00,18.75,18.50,17.75,18.25,17.50,18.00,18.00,18.75,18.75
18.00,17.25,16.25,16.00,16.25,16.50,16.00,16.50,16.75,17.00,17.25,17.00,16.50,17.25,16.75,17.00,17.25,16.75,18.00,17.00,17.25,17.50,17.50,17.50,17.50,17.75,17.50,17.75,17.25,16.75,17.25,18.00,17.50,17.75,17.75,17.50,17.25,17.50,18.25,17.75,18.25,18.00,17.50,17.50,17.75,17.50,17.00,17.75,18.00,18.00,17.00,17.50,17.75,17.50,18.00,18.50,17.50,17.75,17.75,18.50,18.00,18.00,18.50,18.25
17.25,17.25,16.25,16.00,16.25,16.50,16.00,16.50,16.75,17.00,17.25,17.00,16.50,17.25,16.75,17.00,17.25,16.75,18.00,17.00,17.25,17.50,17.50,17.50,17.50,17.75,17.50,17.75,17.25,16.75,17.50,17.50,18.00,17.50,18.00,17.50,17.50,17.25,18.00,17.50,18.50,18.00,17.75,17.50,17.50,17.75,17.50,17.75,18.00,18.00,17.25,17.50,18.00,17.25,17.75,18.25,18.00,17.75,17.50,17.75,18.00,18.00,19.00,19.00
17.25,17.25,16.75,16.00,16.25,16.50,16.50,16.50,17.00,16.75,16.75,16.50,16.75,16.75,16.75,17.25,17.50,16.75,17.50,17.50,16.75,17.25,17.00,17.75,17.25,17.25,17.50,17.00,17.00,17.00,17.50,17.50,18.00,17.50,18.00,17.50,17.50,17.25,18.00,17.50,18.50,18.00,17.75,17.50,17.50,17.75,17.50,17.75,18.00,18.00,17.25,17.50,18.00,17.25,17.75,18.25,18.00,17.75,17.50,18.25,18.25,18.00,18.25,18.75
17.50,17.50,16.75,16.50,16.50,16.50,16.50,16.50,17.25,17.00,17.00,16.75,16.75,17.00,17.00,16.75,18.00,16.50,17.75,17.25,17.00,17.25,17.25,17.75,18.00,18.00,17.50,17.75,17.00,17.25,17.75,18.00,17.75,17.25,17.50,17.50,17.50,17.75,17.75,18.00,17.75,17.50,17.50,17.25,17.75,17.75,17.75,17.75,17.75,18.25,17.50,17.50,17.50,17.25,17.25,18.25,18.50,18.25,17.50,18.25,18.25,18.00,18.25,18.75
17.50,17.50,16.75,16.50,16.50,16.50,16.50,16.50,17.25,17.00,17.00,16.75,16.75,16.75,17.00,17.00,17.00,16.75,17.75,17.50,17.00,16.50,17.00,17.25,17.50,17.25,17.25,17.00,17.25,16.75,17.75,18.00,17.50,18.00,17.50,17.25,17.00,17.25,17.50,17.50,17.75,17.75,17.25,17.25,17.50,17.25,17.25,17.75,18.00,18.25,17.25,17.50,17.50,17.50,17.00,19.00,18.50,17.75,18.00,18.50,18.00,17.75,18.50,19.00
17.00,17.25,16.50,16.00,16.25,16.00,16.50,16.00,16.75,17.00,16.75,16.50,16.00,16.75,17.00,17.00,17.00,16.75,17.75,17.50,17.00,16.50,17.00,17.25,17.50,17.25,17.25,17.00,17.25,16.75,17.75,18.00,17.50,18.00,17.50,17.25,17.00,17.25,17.50,17.50,17.75,17.75,17.50,17.25,17.75,17.75,17.25,18.00,18.25,17.25,17.25,17.75,17.75,17.75,17.75,18.50,17.75,17.50,18.25,17.75,17.75,17.50,18.50,19.50
17.25,17.00,16.75,15.75,16.00,16.00,15.75,15.75,17.00,16.50,17.00,16.50,16.50,16.75,16.50,16.75,17.75,17.00,17.50,17.50,16.75,17.50,17.00,17.50,17.25,17.50,17.50,17.25,17.00,17.25,17.50,17.50,17.50,17.75,17.50,17.50,17.25,17.50,17.50,17.50,17.75,17.75,17.50,17.25,17.75,17.75,17.25,18.00,18.25,17.25,17.25,17.75,17.75,17.75,17.75,18.50,17.75,17.50,18.25,17.75,17.75,17.50,18.50,19.50
17.00,17.25,16.75,17.75,18.25,16.50,16.75,16.25,16.50,16.50,16.50,16.25,15.75,16.50,16.50,16.25,17.00,16.75,17.25,17.25,17.00,16.75,16.50,17.25,17.50,17.00,17.50,17.25,16.75,16.75,17.25,17.50,17.50,17.50,17.00,17.00,16.75,17.00,17.25,17.75,17.75,17.50,17.50,17.25,17.50,17.25,17.25,17.25,17.75,17.50,16.75,17.00,17.75,17.25,17.00,18.50,18.00,17.50,18.25,17.50,17.75,18.00,18.25,18.25
17.00,17.25,16.75,17.75,18.25,16.50,16.75,16.25,16.50,16.50,16.50,16.25,15.75,16.50,16.50,16.25,17.00,16.75,17.25,17.25,17.00,16.75,16.50,17.25,17.75,17.00,17.50,17.25,17.00,16.75,17.50,17.25,18.50,17.25,17.25,17.50,17.50,16.75,17.50,17.50,18.00,17.00,18.00,17.00,17.25,17.25,17.25,17.75,18.00,17.75,17.75,17.00,17.25,17.00,17.75,17.75,18.25,17.50,17.75,17.75,17.50,18.25,18.50,18.00
18.00,18.25,19.75,19.75,20.25,17.00,16.50,16.25,17.50,17.25,16.75,17.00,16.50,17.00,16.50,16.75,17.00,16.50,17.25,17.00,17.00,17.50,17.00,17.50,17.75,17.00,17.50,17.25,17.00,16.75,17.50,17.25,18.50,17.25,17.25,17.50,17.50,16.75,17.50,17.50,18.00,17.00,18.00,17.00,17.25,17.25,17.25,17.75,18.00,17.75,17.75,17.00,16.75,17.50,18.00,18.00,17.25,17.00,17.25,17.75,18.00,17.25,18.00,18.75
18.00,18.00,19.50,19.50,19.00,17.75,16.00,16.25,18.50,18.25,18.00,17.25,17.50,17.50,16.50,16.50,17.75,16.75,17.50,17.25,17.25,17.00,17.00,17.50,17.50,17.25,17.25,17.75,17.00,17.00,17.25,17.75,18.00,17.50,17.25,17.25,17.00,17.25,17.25,17.25,17.75,16.75,17.25,17.00,17.50,16.75,17.75,18.00,17.25,17.75,17.00,17.25,16.75,17.50,18.00,18.00,17.25,17.00,17.25,17.75,18.00,17.25,18.00,18.75
18.00,18.00,19.50,19.50,19.00,17.75,16.00,16.00,19.25,20.50,19.75,19.50,19.50,20.00,17.25,16.25,18.25,16.75,17.75,17.50,17.25,17.25,17.00,17.25,17.50,17.00,17.50,17.25,17.00,16.75,17.25,17.50,17.75,17.50,17.25,17.25,17.00,17.50,17.50,18.00,17.25,17.00,17.50,16.75,17.25,17.25,17.00,17.25,18.00,17.00,17.00,17.50,17.00,17.50,17.50,18.50,17.75,17.00,17.50,18.00,17.50,17.50,18.25,18.25
18.00,18.50,19.75,18.75,18.75,18.25,17.00,16.00,19.25,20.50,19.75,19.50,19.50,20.00,17.25,16.25,18.25,16.75,17.75,17.50,17.25,17.25,17.00,17.25,17.50,17.00,17.50,17.25,17.00,16.75,17.25,17.50,17.75,17.50,17.25,17.00,17.25,17.00,17.75,17.50,17.00,17.25,17.25,16.75,17.25,17.00,17.25,17.75,17.75,18.00,17.25,17.25,17.00,17.50,17.25,18.50,18.00,17.25,17.25,17.25,17.50,18.00,18.50,18.50
18.50,18.75,19.00,18.25,18.75,18.25,18.25,17.25,19.50,21.25,20.75,20.50,20.25,21.00,17.25,17.50,18.75,18.00,17.50,17.50,17.00,17.25,17.25,17.75,17.50,17.25,17.00,17.25,16.25,17.00,17.25,17.50,17.25,17.75,17.25,17.00,17.25,17.00,17.75,17.50,17.00,17.25,17.25,16.75,17.25,17.00,17.25,17.75,17.75,18.00,17.25,17.25,17.00,17.50,17.25,18.50,18.00,17.25,17.25,17.25,17.50,18.00,18.50,18.25
18.25,18.50,18.50,18.25,18.50,19.25,19.25,19.25,20.75,21.75,20.00,18.00,19.00,20.50,17.75,17.50,19.75,19.75,18.50,17.25,17.50,18.50,16.75,17.25,17.25,16.75,17.00,17.00,16.75,17.50,17.25,18.00,17.75,17.25,17.50,17.50,16.50,16.75,17.25,17.25,17.25,17.25,17.50,16.75,17.50,16.75,17.25,17.25,17.50,17.50,17.00,17.00,17.50,16.75,17.00,17.75,17.75,16.75,17.50,17.00,17.00,17.75,17.50,18.25
18.25,18.50,18.50,18.25,18.50,19.25,19.25,19.25,20.75,21.75,20.00,18.00,19.00,20.50,17.75,17.50,19.75,19.75,20.00,18.75,18.25,20.75,18.75,18.25,18.75,17.75,17.50,17.00,17.25,17.00,17.50,17.75,18.00,17.75,17.50,17.50,16.75,17.00,17.50,17.25,17.50,18.00,17.75,17.00,17.25,17.50,17.00,17.25,17.75,17.50,17.00,16.75,16.75,16.75,17.75,17.75,17.50,17.50,17.25,17.75,18.00,17.75,18.25,18.50
18.50,18.50,18.50,18.50,19.25,19.00,19.75,20.25,21.75,21.50,20.00,19.00,18.50,19.25,18.75,20.00,21.50,21.75,20.00,18.75,18.25,20.75,18.75,18.25,18.75,17.75,17.50,17.00,17.25,17.00,17.50,17.75,18.00,17.75,17.50,17.50,16.75,17.00,17.50,17.25,17.50,18.00,17.75,17.00,17.25,17.50,17.25,17.75,18.25,17.75,17.00,17.25,17.25,17.00,17.25,18.50,17.75,17.00,17.00,17.50,17.50,18.00,18.50,18.25
18.50,18.25,19.00,19.00,19.75,20.50,22.00,22.25,21.25,20.00,19.75,18.50,18.75,19.25,19.50,20.75,23.50,22.00,20.75,19.00,18.75,20.00,19.75,20.00,20.50,20.75,18.75,18.25,17.50,18.50,18.00,18.00,18.00,17.75,17.75,17.50,17.25,17.25,17.50,17.50,18.25,17.75,17.50,17.00,17.50,17.25,17.25,17.75,18.25,17.75,17.00,17.25,17.25,17.00,17.25,18.50,17.75,17.00,17.00,17.50,17.50,18.00,18.50,18.25
18.50,19.25,20.50,22.50,23.75,24.25,24.50,24.75,19.75,20.75,20.75,20.00,19.50,21.25,22.25,23.75,22.75,20.75,20.25,19.25,19.25,19.50,19.75,20.75,23.25,22.00,20.75,19.25,18.75,19.00,19.75,20.50,19.50,19.00,18.00,17.50,17.75,17.25,17.50,18.00,17.75,18.25,17.75,17.50,18.00,17.50,17.50,17.50,18.00,18.00,17.00,17.50,17.00,17.00,17.25,18.00,18.25,18.25,17.50,17.75,18.00,17.00,18.00,18.50
18.75,19.25,20.50,22.50,23.75,24.25,24.50,24.75,19.75,20.75,20.75,20.00,19.50,21.25,22.25,23.75,22.75,20.75,20.25,19.25,19.25,19.50,19.75,20.75,23.25,22.00,20.75,19.25,18.75,19.50,19.75,20.50,22.75,22.50,20.00,19.00,18.25,18.50,19.00,19.50,19.00,18.25,18.25,17.75,18.25,17.50,17.50,18.00,18.25,18.50,17.50,17.50,17.25,17.25,17.00,18.25,19.00,17.25,18.00,17.75,18.25,17.25,17.75,18.25
19.00,20.00,22.25,23.75,24.25,22.75,22.50,21.75,22.50,24.00,24.25,24.50,25.00,25.50,25.25,25.50,21.50,21.50,21.25,21.25,20.50,22.75,23.00,24.25,22.50,21.50,20.50,19.75,19.25,19.50,19.75,20.50,22.75,22.50,20.00,19.00,18.25,18.50,19.00,19.50,19.00,18.25,18.25,17.75,18.25,17.50,17.50,18.00,18.25,18.50,17.50,17.50,17.25,17.25,17.00,18.25,19.00,18.25,17.75,17.75,17.75,18.25,18.25,18.25
19.25,20.75,20.25,19.00,19.75,21.25,21.00,21.50,23.25,24.50,25.25,25.00,24.50,24.00,22.75,21.75,25.00,24.75,25.25,25.25,25.25,26.00,25.50,24.75,22.00,22.25,22.25,23.75,22.50,24.00,24.50,25.50,23.00,21.75,21.00,20.75,19.50,19.75,20.25,21.00,23.00,22.75,21.25,19.50,19.00,18.25,18.25,17.75,19.25,19.25,18.25,17.75,17.75,17.50,18.00,18.25,19.00,18.25,17.75,17.75,17.75,18.25,18.25,18.25
19.25,20.75,20.25,19.00,19.75,21.25,21.00,21.50,23.25,24.50,25.25,25.00,19.25,20.50,21.00,21.00,22.75,22.25,24.00,23.00,23.25,22.50,22.75,22.25,24.50,25.00,25.75,25.50,25.75,25.75,25.75,23.75,25.00,25.00,26.00,25.75,26.00,26.25,26.75,26.00,22.50,23.25,23.00,23.75,24.00,24.00,23.75,25.25,22.50,23.75,22.25,21.50,20.50,20.00,19.50,20.50,20.50,20.00,20.50,19.75,19.75,19.25,20.00,19.50
18.50,18.50,18.00,17.25,17.50,17.75,19.00,18.50,18.50,18.00,18.50,18.50,19.25,20.50,21.00,21.00,22.75,22.25,24.00,23.00,23.25,22.50,22.75,22.25,24.50,25.00,25.75,25.50,25.75,25.75,25.75,23.75,25.00,25.00,26.00,25.75,26.00,26.25,26.75,26.00,24.00,23.50,25.00,24.50,25.50,24.75,25.25,23.50,24.00,25.25,25.75,25.75,25.75,25.75,26.75,27.00,22.00,24.25,25.25,25.75,26.00,26.25,25.50,25.75
17.75,17.25,17.00,16.00,16.25,16.00,16.75,16.50,16.75,16.50,17.00,16.25,16.75,16.75,17.75,17.50,17.50,17.00,17.50,17.50,18.25,18.75,20.50,21.00,18.00,18.50,18.75,19.00,19.75,20.25,21.25,21.50,22.25,21.75,22.50,21.25,21.50,21.00,22.50,22.25,24.00,23.50,25.00,24.50,25.50,24.75,25.25,23.50,24.00,25.25,25.75,25.75,25.75,25.75,26.75,27.00,22.00,24.25,25.25,25.75,26.00,26.25,25.50,25.75
17.50,17.25,16.25,15.75,15.50,15.75,16.00,16.00,16.00,15.75,16.50,16.00,16.25,16.25,16.25,16.50,17.25,16.25,16.75,16.50,15.75,16.25,16.75,17.25,16.75,16.75,17.00,16.75,17.25,17.50,19.75,20.00,17.50,17.25,17.75,18.25,18.75,19.75,20.75,21.25,19.25,19.50,19.25,20.00,19.50,20.00,20.75,21.00,21.00,21.50,21.00,20.50,20.50,19.75,21.75,22.75,21.75,22.75,23.50,23.50,24.25,22.75,23.50,22.50
17.50,17.25,16.25,15.75,15.50,15.75,16.00,16.00,16.00,15.75,16.50,16.00,16.25,16.25,16.25,16.50,17.25,16.25,16.75,16.50,15.75,16.25,16.75,16.50,16.50,16.50,16.50,16.50,16.00,16.50,17.00,17.25,17.00,16.50,16.50,16.75,16.75,17.00,19.00,19.00,18.25,17.50,18.25,17.75,19.25,19.50,20.25,20.25,19.00,19.25,18.75,19.75,19.75,19.75,20.50,21.50,20.00,19.25,19.75,20.00,20.00,20.00,21.75,22.75
16.75,16.25,16.00,15.00,15.25,15.50,15.50,15.75,16.25,16.00,15.75,15.75,16.00,15.75,16.00,16.00,16.25,16.00,16.25,16.50,15.75,16.50,15.75,16.50,16.50,16.50,16.50,16.50,16.00,16.50,17.00,17.25,17.00,16.50,16.50,16.75,16.75,17.00,19.00,19.00,18.25,17.50,18.25,17.75,19.25,19.50,20.25,20.25,19.00,19.25,18.75,19.75,19.00,18.75,20.50,21.00,19.50,19.25,18.75,19.50,19.75,20.25,21.00,22.00
15.75,16.50,15.75,15.25,15.25,14.75,15.00,15.25,16.00,15.75,15.50,15.50,15.25,15.50,15.75,15.50,16.25,15.75,16.25,16.00,15.75,16.25,16.00,16.25,16.50,16.50,16.50,16.25,15.75,16.00,16.75,17.00,16.50,16.50,16.00,16.00,16.00,16.00,16.50,16.75,17.25,16.50,17.00,17.00,17.25,17.50,18.50,18.75,19.00,18.00,18.50,18.50,19.00,18.75,20.50,21.00,19.50,19.25,18.75,19.50,19.75,20.25,21.00,22.00
15.75,16.50,15.75,15.25,15.25,14.75,16.00,15.00,16.00,15.75,16.00,15.50,16.00,16.00,15.50,16.25,16.25,16.00,16.25,16.00,15.50,16.00,16.25,17.25,16.75,16.00,16.25,16.25,15.75,15.75,16.25,16.75,17.25,16.75,16.50,16.50,16.50,16.25,16.75,16.50,17.00,16.75,16.75,16.75,17.00,16.75,17.00,17.50,17.75,17.25,17.25,18.25,18.00,18.00,19.25,20.50,20.25,19.00,19.25,19.00,19.25,19.25,20.75,21.25
16.25,16.50,15.75,15.00,15.50,15.25,16.00,15.00,16.00,15.75,16.00,15.50,16.00,16.00,15.50,16.25,16.25,16.00,16.25,16.00,15.50,16.00,16.25,17.25,16.75,16.00,16.25,16.25,15.75,15.75,16.25,16.75,17.25,16.75,16.25,16.00,16.50,16.50,17.00,17.00,17.25,16.50,16.75,16.50,17.00,16.75,16.50,17.25,17.50,17.00,17.50,18.25,19.25,17.75,18.50,19.25,18.25,19.25,19.00,20.00,19.50,20.00,20.50,21.00
16.75,16.75,15.75,15.25,15.25,14.75,15.00,15.00,16.00,15.75,16.00,15.50,15.75,16.00,15.75,16.25,16.50,16.50,16.75,16.00,16.25,15.50,16.00,16.50,16.50,16.25,16.25,16.00,15.50,16.00,16.00,16.75,16.25,16.75,16.25,16.00,16.50,16.50,17.00,17.00,17.25,16.50,16.75,16.50,17.00,16.75,16.50,17.25,17.50,17.00,17.50,18.25,19.25,17.75,18.50,19.25,18.25,19.25,19.00,20.00,19.50,20.00,20.50,20.25
16.00,16.25,15.50,14.75,15.50,15.25,15.25,15.50,15.75,15.75,16.00,15.75,15.25,15.75,15.75,15.75,16.25,16.00,16.50,16.00,15.75,16.25,15.75,16.75,16.50,16.25,16.25,16.25,15.75,16.00,16.50,16.50,16.75,16.50,16.25,16.50,16.25,16.00,16.50,17.25,16.50,16.75,16.25,16.25,16.75,16.75,16.50,17.00,16.75,16.50,16.00,17.00,17.00,17.50,17.50,18.75,17.50,17.75,18.50,20.50,22.25,21.25,20.75,20.25
16.00,16.25,15.50,14.75,15.50,15.25,15.25,15.50,15.75,15.75,16.00,15.75,15.25,15.75,15.75,15.75,16.25,16.00,16.00,16.25,16.25,16.00,15.50,16.25,16.75,16.50,16.25,16.00,15.75,16.00,16.25,16.75,16.75,16.50,16.25,16.50,16.00,15.75,16.50,16.25,17.00,16.75,16.50,16.25,17.00,16.75,17.00,17.00,17.25,17.50,16.50,17.25,16.75,16.75,17.25,18.75,17.50,17.00,17.50,18.00,19.75,21.00,22.75,21.25
16.25,16.00,15.50,15.00,14.50,15.00,15.75,15.25,16.75,15.50,15.75,15.75,15.75,15.50,15.50,15.75,16.50,16.00,16.00,16.25,16.25,16.00,15.50,16.25,16.75,16.50,16.25,16.00,15.75,16.00,16.25,16.75,16.75,16.50,16.25,16.50,16.00,15.75,16.50,16.25,17.00,16.75,16.50,16.25,17.00,16.75,16.50,16.75,17.00,16.75,16.25,16.25,16.75,16.50,17.25,17.50,17.00,16.25,16.75,17.25,17.75,17.75,19.50,20.75
16.50,16.25,15.75,14.75,15.00,14.75,15.25,15.00,16.00,15.75,15.50,15.25,15.25,15.75,15.25,16.00,16.50,15.75,16.50,15.75,15.50,15.50,16.00,16.50,16.50,16.00,16.50,16.00,15.25,16.00,16.25,16.50,16.25,16.50,16.25,16.00,16.25,16.25,16.75,16.50,16.75,16.50,16.25,16.25,16.50,16.25,16.50,16.75,17.00,16.75,16.25,16.25,16.75,16.50,17.25,17.50,17.00,16.25,16.75,17.25,17.75,17.75,19.50,20.75
